eventid|venueid|catid|eventname|starttime
5605|45|9|Dickey Betts and Great Southern|2008-09-21 19:00:00.000000
5608|99|9|Duffy|2008-09-21 14:00:00.000000
5909|125|9|American Idols Live|2008-09-21 14:00:00.000000
6685|74|9|Little River Band|2008-09-21 19:00:00.000000
6794|62|9|Wallflowers|2008-09-21 19:30:00.000000
7200|84|9|Lonestar|2008-09-21 19:30:00.000000
7267|88|9|Dolly Parton|2008-09-21 15:00:00.000000
7863|2|9|Fab Faux|2008-09-21 15:00:00.000000
8066|7|9|Garth Brooks|2008-09-21 15:00:00.000000
8339|83|9|George Clinton|2008-09-21 15:00:00.000000
8377|90|9|Dave Matthews Band|2008-09-21 19:30:00.000000
8419|9|9|Ana Gabriel|2008-09-21 14:00:00.000000
357|306|8|Adriana Lecouvreur|2008-09-22 19:00:00.000000
607|245|6|South Pacific|2008-09-22 20:00:00.000000
842|247|6|Grease|2008-09-22 19:30:00.000000
995|235|6|Dirty Dancing|2008-09-22 14:00:00.000000
1233|221|6|State Fair|2008-09-22 19:00:00.000000
1308|234|6|The Little Mermaid|2008-09-22 19:30:00.000000
1533|259|6|Spamalot|2008-09-22 20:00:00.000000
1849|207|7|The Seafarer|2008-09-22 14:00:00.000000
2555|221|7|The Cherry Orchard|2008-09-22 19:30:00.000000
2573|228|7|The Glass Menagerie|2008-09-22 19:30:00.000000
4484|23|9|Regina Spektor|2008-09-22 20:00:00.000000
5306|110|9|Ben E. King|2008-09-22 14:00:00.000000
6601|123|9|Mogwai|2008-09-22 14:00:00.000000
7038|20|9|Huey Lewis and the News|2008-09-22 15:00:00.000000
7167|20|9|The Whigs|2008-09-22 19:00:00.000000
7611|122|9|Hot Chip|2008-09-22 14:00:00.000000
121|300|8|Il Trovatore|2008-09-23 14:30:00.000000
586|207|6|Mary Poppins|2008-09-23 14:30:00.000000
4199|36|9|Simple Plan|2008-09-23 14:00:00.000000
4895|32|9|Sara Bareilles|2008-09-23 14:00:00.000000
5516|57|9|Ani DiFranco|2008-09-23 19:30:00.000000
6767|13|9|Vicente Fernandez|2008-09-23 19:00:00.000000
7528|38|9|REO Speedwagon|2008-09-23 14:00:00.000000
537|221|6|Flower Drum Song|2008-09-24 19:30:00.000000
550|213|6|Grease|2008-09-24 15:00:00.000000
727|221|6|Hairspray|2008-09-24 20:00:00.000000
2127|237|7|A Streetcar Named Desire|2008-09-24 15:00:00.000000
5182|122|9|Motorhead|2008-09-24 19:30:00.000000
5821|69|9|Rush|2008-09-24 15:00:00.000000
8386|43|9|Mariah Carey|2008-09-24 19:30:00.000000
8715|13|9|Killers|2008-09-24 14:00:00.000000
677|246|6|Grease|2008-09-25 20:00:00.000000
1782|250|6|Legally Blonde|2008-09-25 19:00:00.000000
1885|210|7|Young Frankenstein|2008-09-25 19:00:00.000000
1917|227|7|Rosencrantz and Guildenstern Are Dead|2008-09-25 14:30:00.000000
1996|247|7|Iphigenia|2008-09-25 14:30:00.000000
2784|243|7|All My Sons|2008-09-25 15:00:00.000000
5978|97|9|Manhattan Transfer|2008-09-25 19:30:00.000000
7171|111|9|Martina McBride|2008-09-25 15:00:00.000000
7943|38|9|The National|2008-09-25 19:30:00.000000
8210|62|9|Gogol Bordello|2008-09-25 19:30:00.000000
1170|209|6|South Pacific|2008-09-26 19:30:00.000000
2020|228|7|Thurgood|2008-09-26 20:00:00.000000
2112|226|7|As You Like It|2008-09-26 15:00:00.000000
3199|203|7|Cirque du Soleil|2008-09-26 20:00:00.000000
5404|117|9|Broken Social Scene|2008-09-26 19:30:00.000000
7438|67|9|Bad Company|2008-09-26 19:30:00.000000
8031|130|9|Cafe Tacuba|2008-09-26 19:30:00.000000
8181|61|9|Sammy Hagar|2008-09-26 19:00:00.000000
8219|74|9|Blind Melon|2008-09-26 19:00:00.000000
321|303|8|Tristan und Isolde|2008-09-27 20:00:00.000000
1230|216|6|Chicago|2008-09-27 14:30:00.000000
1951|237|7|Spring Awakening|2008-09-27 14:30:00.000000
1973|226|7|Rosencrantz and Guildenstern Are Dead|2008-09-27 19:30:00.000000
2631|212|7|Spring Awakening|2008-09-27 14:30:00.000000
2753|208|7|Look Back in Anger|2008-09-27 19:00:00.000000
2803|219|7|King Lear|2008-09-27 19:30:00.000000
3037|221|7|Uncle Vanya|2008-09-27 19:00:00.000000
3200|201|7|Julius Caesar|2008-09-27 20:00:00.000000
4571|61|9|Tegan and Sara|2008-09-27 20:00:00.000000
6260|127|9|Jill Scott|2008-09-27 19:00:00.000000
6612|90|9|Bo Bice|2008-09-27 14:00:00.000000
6676|31|9|Broken Social Scene|2008-09-27 19:30:00.000000
6770|50|9|Sigur Ros|2008-09-27 15:00:00.000000
7220|48|9|Rock The Bayou|2008-09-27 15:00:00.000000
8670|12|9|Wynonna|2008-09-27 14:00:00.000000
476|309|8|Carmen|2008-09-28 15:00:00.000000
542|220|6|Gypsy|2008-09-28 14:30:00.000000
1073|226|6|Jersey Boys|2008-09-28 15:00:00.000000
1095|220|6|Mary Poppins|2008-09-28 14:30:00.000000
4496|1|9|Jason Aldean|2008-09-28 19:00:00.000000
5035|50|9|Foghat|2008-09-28 19:30:00.000000
5435|97|9|The Rowdy Frynds Tour|2008-09-28 14:00:00.000000
5823|66|9|Tokyo Police Club|2008-09-28 19:30:00.000000
7237|29|9|Motorhead|2008-09-28 14:00:00.000000
7924|4|9|Randy Travis|2008-09-28 19:30:00.000000
8370|85|9|Nick Cave|2008-09-28 19:30:00.000000
8688|2|9|Nashville Star|2008-09-28 19:00:00.000000
350|305|8|Carmen|2008-09-29 14:00:00.000000
735|245|6|Jersey Boys|2008-09-29 20:00:00.000000
1459|215|6|Jersey Boys|2008-09-29 14:30:00.000000
2179|241|7|Miss Julie|2008-09-29 20:00:00.000000
2538|225|7|Rosencrantz and Guildenstern Are Dead|2008-09-29 19:30:00.000000
2553|203|7|Avenue Q|2008-09-29 14:00:00.000000
3959|25|9|Keith Sweat|2008-09-29 14:30:00.000000
4295|74|9|Kansas|2008-09-29 19:30:00.000000
4789|19|9|Bootsy Collins|2008-09-29 19:30:00.000000
5231|96|9|Govt Mule|2008-09-29 19:30:00.000000
5387|59|9|Stone Temple Pilots|2008-09-29 19:00:00.000000
6248|67|9|Steven Curtis Chapman|2008-09-29 14:00:00.000000
6439|43|9|Rascal Flatts|2008-09-29 19:00:00.000000
6514|82|9|Kenny Wayne Shepherd|2008-09-29 14:00:00.000000
6698|65|9|Insane Clown Posse|2008-09-29 19:00:00.000000
8381|96|9|Arlo Guthrie|2008-09-29 15:00:00.000000
8721|40|9|Styx|2008-09-29 19:00:00.000000
554|217|6|Memphis - The Birth of Rock n Roll|2008-09-30 19:00:00.000000
676|215|6|Memphis - The Birth of Rock n Roll|2008-09-30 14:30:00.000000
971|239|6|Shrek the Musical|2008-09-30 14:30:00.000000
2313|201|7|All My Sons|2008-09-30 14:30:00.000000
4426|77|9|U2|2008-09-30 14:00:00.000000
5727|85|9|The Black Keys|2008-09-30 15:00:00.000000
6111|46|9|Trace Adkins|2008-09-30 19:30:00.000000
6635|95|9|K.D. Lang|2008-09-30 15:00:00.000000
6736|95|9|Tokyo Police Club|2008-09-30 19:30:00.000000
6860|62|9|Guitars and Saxes|2008-09-30 15:00:00.000000
7372|43|9|Cher|2008-09-30 19:00:00.000000
8499|43|9|Robert Plant and Alison Krauss|2008-09-30 19:00:00.000000
8644|14|9|Doobie Brothers|2008-09-30 19:30:00.000000
8682|71|9|Montgomery Gentry|2008-09-30 19:30:00.000000
289|300|8|Adriana Lecouvreur|2008-10-01 19:30:00.000000
806|205|6|South Pacific|2008-10-01 15:00:00.000000
1075|236|6|A Catered Affair|2008-10-01 19:30:00.000000
2013|248|7|Macbeth|2008-10-01 19:00:00.000000
4600|53|9|3 Doors Down|2008-10-01 19:00:00.000000
5268|2|9|Nine Inch Nails|2008-10-01 19:00:00.000000
5313|41|9|Chris Botti|2008-10-01 14:00:00.000000
6165|124|9|Anita Baker|2008-10-01 14:00:00.000000
6619|75|9|Jerry Jeff Walker|2008-10-01 15:00:00.000000
8277|102|9|The Rowdy Frynds Tour|2008-10-01 14:00:00.000000
8597|109|9|Creedence Clearwater Revisited|2008-10-01 15:00:00.000000
671|229|6|Chicago|2008-10-02 15:00:00.000000
849|200|6|A Catered Affair|2008-10-02 14:00:00.000000
1194|240|6|Les Miserables|2008-10-02 15:00:00.000000
1519|262|6|Phantom of the Opera|2008-10-02 14:00:00.000000
3019|209|7|King Lear|2008-10-02 19:30:00.000000
3691|212|7|The Caretaker|2008-10-02 19:30:00.000000
5166|3|9|Tony Bennett|2008-10-02 19:00:00.000000
7201|81|9|Armando Manzanero|2008-10-02 19:30:00.000000
7921|10|9|Missy Higgins|2008-10-02 15:00:00.000000
539|215|6|Oliver!|2008-10-03 19:00:00.000000
936|236|6|Gypsy|2008-10-03 14:00:00.000000
1285|220|6|A Catered Affair|2008-10-03 20:00:00.000000
1441|243|6|Grease|2008-10-03 19:00:00.000000
2215|230|7|The Country Girl|2008-10-03 19:30:00.000000
2490|204|7|Electra|2008-10-03 19:30:00.000000
3245|246|7|Rhinoceros|2008-10-03 14:30:00.000000
3295|249|7|Young Frankenstein|2008-10-03 19:30:00.000000
3392|241|7|Cirque du Soleil|2008-10-03 19:30:00.000000
3428|203|7|The Country Girl|2008-10-03 15:00:00.000000
3956|108|9|Bad Company|2008-10-03 19:30:00.000000
4745|111|9|Demi Lovato|2008-10-03 15:00:00.000000
4759|99|9|Queensryche|2008-10-03 19:30:00.000000
5093|82|9|Boston|2008-10-03 15:00:00.000000
5575|43|9|Kenny Rogers|2008-10-03 15:00:00.000000
6671|4|9|Citizen Cope|2008-10-03 19:30:00.000000
8038|7|9|Stray Cats|2008-10-03 14:00:00.000000
440|308|8|Il Trovatore|2008-10-04 20:00:00.000000
475|308|8|Gotterdammerung|2008-10-04 19:00:00.000000
1659|263|6|Mystere Cirque du Soleil|2008-10-04 19:00:00.000000
2565|200|7|The Caucasian Chalk Circle|2008-10-04 14:00:00.000000
2815|220|7|The 39 Steps|2008-10-04 14:00:00.000000
3278|229|7|Spring Awakening|2008-10-04 14:30:00.000000
4985|23|9|Matchbox Twenty|2008-10-04 14:00:00.000000
8430|21|9|Lyle Lovett|2008-10-04 14:00:00.000000
8696|85|9|Randy Owen|2008-10-04 15:00:00.000000
197|303|8|La Boheme|2008-10-05 15:00:00.000000
668|229|6|South Pacific|2008-10-05 14:30:00.000000
4202|43|9|Children of Bodom|2008-10-05 19:30:00.000000
4506|98|9|Weird Al Yankovic|2008-10-05 15:00:00.000000
5654|122|9|Alejandro Fernandez|2008-10-05 19:00:00.000000
5943|39|9|Killing Joke|2008-10-05 14:00:00.000000
7081|49|9|Dj Tiesto|2008-10-05 15:00:00.000000
7243|126|9|Foreigner|2008-10-05 15:00:00.000000
7594|76|9|Monsters of Rock|2008-10-05 14:00:00.000000
7697|83|9|Zucchero|2008-10-05 19:30:00.000000
295|300|8|Carmen|2008-10-06 19:30:00.000000
1520|262|6|Phantom of the Opera|2008-10-06 19:00:00.000000
2393|229|7|Romeo and Juliet|2008-10-06 15:00:00.000000
4919|64|9|Jesse Lacey|2008-10-06 15:00:00.000000
5503|110|9|Amos Lee|2008-10-06 15:00:00.000000
7041|71|9|Nick Cave|2008-10-06 15:00:00.000000
7156|83|9|Rod Stewart|2008-10-06 19:00:00.000000
7664|58|9|Billy Joel|2008-10-06 15:00:00.000000
276|304|8|La Cenerentola (Cinderella)|2008-10-07 19:30:00.000000
396|303|8|Doctor Atomic|2008-10-07 14:00:00.000000
455|300|8|Boris Godunov|2008-10-07 14:00:00.000000
1880|243|7|Look Back in Anger|2008-10-07 19:30:00.000000
4824|74|9|Sara Bareilles|2008-10-07 14:00:00.000000
5482|18|9|War|2008-10-07 14:00:00.000000
6237|2|9|Bloc Party|2008-10-07 15:00:00.000000
6489|12|9|Third Day|2008-10-07 15:00:00.000000
6697|127|9|America|2008-10-07 19:30:00.000000
7278|29|9|Ben E. King|2008-10-07 15:00:00.000000
7378|111|9|Gipsy Kings|2008-10-07 15:00:00.000000
7440|6|9|Suzanne Vega|2008-10-07 19:30:00.000000
7881|110|9|Little River Band|2008-10-07 19:00:00.000000
180|301|8|Salome|2008-10-08 15:00:00.000000
469|303|8|Ring Cycle|2008-10-08 19:30:00.000000
875|225|6|Oliver!|2008-10-08 20:00:00.000000
1176|242|6|The Little Mermaid|2008-10-08 19:30:00.000000
1595|251|6|Mystere Cirque du Soleil|2008-10-08 19:00:00.000000
1753|259|6|Blue Man Group|2008-10-08 15:00:00.000000
2886|228|7|Young Frankenstein|2008-10-08 19:30:00.000000
4245|62|9|DJ Shadow and Cut Chemist|2008-10-08 14:30:00.000000
7164|65|9|Temptations|2008-10-08 19:00:00.000000
7249|45|9|Charlie Daniels Band|2008-10-08 19:00:00.000000
8245|20|9|Rock the Bells|2008-10-08 15:00:00.000000
8720|19|9|Kiss|2008-10-08 19:30:00.000000
501|245|6|The Little Mermaid|2008-10-09 14:30:00.000000
717|207|6|Gypsy|2008-10-09 19:00:00.000000
908|202|6|The King and I|2008-10-09 15:00:00.000000
1021|228|6|High School Musical|2008-10-09 20:00:00.000000
1803|216|7|The Caretaker|2008-10-09 19:00:00.000000
2140|214|7|Avenue Q|2008-10-09 19:30:00.000000
3671|212|7|As You Like It|2008-10-09 19:30:00.000000
3889|67|9|Natasha Bedingfield|2008-10-09 19:30:00.000000
5777|16|9|Jason Aldean|2008-10-09 19:30:00.000000
5941|62|9|King Crimson|2008-10-09 19:30:00.000000
6282|10|9|Wilco|2008-10-09 14:00:00.000000
6312|122|9|Mark Knopfler|2008-10-09 19:00:00.000000
7298|102|9|Monsters of Rock|2008-10-09 19:00:00.000000
7323|106|9|Lenny Kravitz|2008-10-09 19:00:00.000000
40|309|8|L Elisir d Amore|2008-10-10 14:30:00.000000
1994|231|7|Endgame|2008-10-10 14:30:00.000000
3153|233|7|Othello|2008-10-10 15:00:00.000000
4013|73|9|Sarah Brightman|2008-10-10 19:00:00.000000
5032|10|9|Rock To Win At the DNC|2008-10-10 15:00:00.000000
7754|109|9|Bruce Hornsby|2008-10-10 14:00:00.000000
8028|61|9|Bloc Party|2008-10-10 19:30:00.000000
835|222|6|Jersey Boys|2008-10-11 14:30:00.000000
1300|201|6|The King and I|2008-10-11 15:00:00.000000
2200|228|7|Thurgood|2008-10-11 14:00:00.000000
6741|13|9|Green Day|2008-10-11 15:00:00.000000
6892|77|9|Paul Weller|2008-10-11 14:00:00.000000
7327|71|9|Nofx|2008-10-11 14:00:00.000000
7405|22|9|Beck|2008-10-11 14:00:00.000000
7453|86|9|Carrie Underwood|2008-10-11 15:00:00.000000
7830|95|9|Coldplay|2008-10-11 15:00:00.000000
7898|46|9|Melissa Etheridge|2008-10-11 19:30:00.000000
8153|62|9|Ween|2008-10-11 19:30:00.000000
8744|58|9|Guitars and Saxes|2008-10-11 19:30:00.000000
8770|62|9|Calibash|2008-10-11 15:00:00.000000
38|303|8|Il Trovatore|2008-10-12 15:00:00.000000
1711|258|6|Phantom of the Opera|2008-10-12 14:30:00.000000
2309|215|7|Uncle Vanya|2008-10-12 20:00:00.000000
2353|221|7|Hedda Gabler|2008-10-12 14:30:00.000000
2471|212|7|Cirque du Soleil|2008-10-12 19:00:00.000000
3030|225|7|Macbeth|2008-10-12 14:30:00.000000
3072|242|7|Macbeth|2008-10-12 15:00:00.000000
3611|202|7|A Streetcar Named Desire|2008-10-12 14:00:00.000000
4158|25|9|Cafe Tacuba|2008-10-12 20:00:00.000000
4725|23|9|Dickey Betts and Great Southern|2008-10-12 15:00:00.000000
7461|4|9|Suzanne Vega|2008-10-12 14:00:00.000000
7607|2|9|Pat Benatar|2008-10-12 19:30:00.000000
7906|119|9|El Tri|2008-10-12 14:00:00.000000
8160|57|9|Bob Dylan|2008-10-12 19:30:00.000000
8550|23|9|Bo Bice|2008-10-12 19:00:00.000000
1354|240|6|State Fair|2008-10-13 19:00:00.000000
1478|223|6|A Catered Affair|2008-10-13 15:00:00.000000
2066|217|7|August: Osage County|2008-10-13 15:00:00.000000
2603|240|7|Spring Awakening|2008-10-13 14:30:00.000000
3219|231|7|Hedda Gabler|2008-10-13 19:00:00.000000
3631|238|7|Avenue Q|2008-10-13 14:30:00.000000
6083|4|9|Foo Fighters|2008-10-13 19:00:00.000000
6234|107|9|Jethro Tull|2008-10-13 19:00:00.000000
6317|56|9|Stray Cats|2008-10-13 19:00:00.000000
7753|12|9|Hermans Hermits|2008-10-13 19:30:00.000000
8404|106|9|Bryan Adams|2008-10-13 19:00:00.000000
133|300|8|The Queen of Spades|2008-10-14 20:00:00.000000
232|306|8|Rusalka|2008-10-14 14:00:00.000000
784|224|6|Jersey Boys|2008-10-14 14:30:00.000000
963|240|6|The Lion King|2008-10-14 14:00:00.000000
978|208|6|Gypsy|2008-10-14 14:30:00.000000
1697|256|6|Folies Bergere|2008-10-14 15:00:00.000000
2613|223|7|Macbeth|2008-10-14 20:00:00.000000
4452|110|9|Mark Knopfler|2008-10-14 14:30:00.000000
5339|62|9|Crosby Stills Nash|2008-10-14 19:00:00.000000
7542|21|9|Reba and Kelly Clarkson|2008-10-14 14:00:00.000000
7643|37|9|Maze|2008-10-14 14:00:00.000000
8464|102|9|Kid Rock|2008-10-14 15:00:00.000000
2|306|8|Boris Godunov|2008-10-15 20:00:00.000000
684|203|6|Grease|2008-10-15 20:00:00.000000
2032|214|7|Iphigenia|2008-10-15 14:00:00.000000
3038|200|7|Cirque du Soleil|2008-10-15 19:30:00.000000
3218|234|7|Electra|2008-10-15 19:00:00.000000
3638|248|7|The Homecoming|2008-10-15 14:00:00.000000
4473|71|9|Wisin y Yandel|2008-10-15 14:30:00.000000
4752|19|9|Tina Turner|2008-10-15 19:00:00.000000
6843|8|9|Projekt Revolution|2008-10-15 14:00:00.000000
8613|23|9|Foghat|2008-10-15 19:30:00.000000
2047|242|7|A Doll's House|2008-10-16 19:00:00.000000
3150|236|7|Wicked|2008-10-16 14:00:00.000000
3238|209|7|August: Osage County|2008-10-16 20:00:00.000000
3739|247|7|Electra|2008-10-16 20:00:00.000000
4866|16|9|Goo Goo Dolls|2008-10-16 19:00:00.000000
5525|93|9|B.B. King|2008-10-16 19:00:00.000000
1152|210|6|South Pacific|2008-10-17 14:00:00.000000
1452|236|6|Spamalot|2008-10-17 19:00:00.000000
2584|243|7|Macbeth|2008-10-17 19:00:00.000000
2626|235|7|Spring Awakening|2008-10-17 19:30:00.000000
2913|217|7|The Farnsworth Invention|2008-10-17 14:30:00.000000
3736|216|7|Hedda Gabler|2008-10-17 15:00:00.000000
3746|231|7|The Caucasian Chalk Circle|2008-10-17 14:00:00.000000
6828|123|9|Dwight Yoakam|2008-10-17 19:30:00.000000
7125|42|9|Chaka Khan|2008-10-17 14:00:00.000000
7500|20|9|Sunday in the Country|2008-10-17 19:30:00.000000
7849|113|9|Ice Cube|2008-10-17 15:00:00.000000
1361|220|6|South Pacific|2008-10-18 14:00:00.000000
4673|14|9|Burt Bacharach|2008-10-18 19:00:00.000000
6485|39|9|The Jesus and Mary Chain|2008-10-18 19:30:00.000000
7297|113|9|Rick Braun|2008-10-18 14:00:00.000000
7369|119|9|The Rowdy Frynds Tour|2008-10-18 15:00:00.000000
7415|78|9|Herbie Hancock|2008-10-18 14:00:00.000000
217|309|8|Don Giovanni|2008-10-19 20:00:00.000000
672|232|6|High Society|2008-10-19 19:00:00.000000
729|227|6|A Chorus Line|2008-10-19 14:00:00.000000
769|233|6|Flower Drum Song|2008-10-19 20:00:00.000000
1301|211|6|West Side Story|2008-10-19 15:00:00.000000
1307|243|6|A Catered Affair|2008-10-19 14:30:00.000000
3716|208|7|Glengarry Glen Ross|2008-10-19 14:30:00.000000
4259|108|9|Santana|2008-10-19 15:00:00.000000
4878|51|9|Built To Spill|2008-10-19 19:00:00.000000
5170|65|9|Tailgate 2008|2008-10-19 14:00:00.000000
6239|60|9|Fab Faux|2008-10-19 15:00:00.000000
6461|13|9|Crosby Stills Nash|2008-10-19 15:00:00.000000
6888|82|9|Fiction Plane|2008-10-19 14:00:00.000000
725|221|6|Shrek the Musical|2008-10-20 19:00:00.000000
1112|210|6|Gypsy|2008-10-20 19:00:00.000000
1958|243|7|The Caucasian Chalk Circle|2008-10-20 14:30:00.000000
2475|222|7|Rosencrantz and Guildenstern Are Dead|2008-10-20 14:30:00.000000
2788|219|7|A Bronx Tale|2008-10-20 19:30:00.000000
5059|94|9|Duran Duran|2008-10-20 19:30:00.000000
6187|17|9|Anita Baker|2008-10-20 19:00:00.000000
6593|60|9|Cute Is What We Aim For|2008-10-20 15:00:00.000000
6981|36|9|Jonny Lang|2008-10-20 19:30:00.000000
7154|120|9|UB40|2008-10-20 19:00:00.000000
7711|3|9|Rod Stewart|2008-10-20 14:00:00.000000
7766|14|9|Iron and Wine|2008-10-20 15:00:00.000000
7772|100|9|Jimmy Eat World|2008-10-20 19:00:00.000000
7812|80|9|Reba McEntire|2008-10-20 14:00:00.000000
8195|112|9|Idina Menzel|2008-10-20 14:00:00.000000
2183|244|7|Rosencrantz and Guildenstern Are Dead|2008-10-21 14:30:00.000000
2264|243|7|A Bronx Tale|2008-10-21 19:00:00.000000
3933|51|9|Gavin DeGraw|2008-10-21 20:00:00.000000
4369|126|9|Santana|2008-10-21 14:30:00.000000
4718|58|9|Bonnie Raitt|2008-10-21 15:00:00.000000
5425|52|9|Ray Davies|2008-10-21 15:00:00.000000
5879|2|9|Old 97s|2008-10-21 15:00:00.000000
7273|41|9|Fergie|2008-10-21 15:00:00.000000
7379|94|9|Chris Botti|2008-10-21 19:30:00.000000
7894|30|9|Cypress Hill|2008-10-21 15:00:00.000000
8344|84|9|Projekt Revolution|2008-10-21 14:00:00.000000
8434|14|9|Air Supply|2008-10-21 19:30:00.000000
8500|8|9|Jim Brickman|2008-10-21 19:30:00.000000
8683|84|9|Bad Company|2008-10-21 19:00:00.000000
8783|105|9|The Whigs|2008-10-21 19:00:00.000000
182|300|8|Rusalka|2008-10-22 19:30:00.000000
2055|249|7|Julius Caesar|2008-10-22 19:30:00.000000
2234|249|7|Macbeth|2008-10-22 19:30:00.000000
3027|210|7|Rhinoceros|2008-10-22 20:00:00.000000
3205|234|7|Julius Caesar|2008-10-22 20:00:00.000000
3398|234|7|Passing Strange|2008-10-22 20:00:00.000000
6333|121|9|Styx|2008-10-22 15:00:00.000000
6848|7|9|Feist|2008-10-22 14:00:00.000000
8468|7|9|K.D. Lang|2008-10-22 19:30:00.000000
453|302|8|Tristan und Isolde|2008-10-23 14:00:00.000000
487|309|8|La Cenerentola (Cinderella)|2008-10-23 20:00:00.000000
541|210|6|High Society|2008-10-23 19:30:00.000000
2410|215|7|A Tale of Two Cities|2008-10-23 19:30:00.000000
2423|226|7|Electra|2008-10-23 14:30:00.000000
3948|9|9|Iggy and the Stooges|2008-10-23 14:00:00.000000
4470|4|9|Iron and Wine|2008-10-23 14:30:00.000000
5082|122|9|Jamboree in the Hills|2008-10-23 19:00:00.000000
6449|96|9|Steve Winwood|2008-10-23 19:00:00.000000
6646|9|9|Al Green|2008-10-23 15:00:00.000000
7348|5|9|Vicente Fernandez|2008-10-23 15:00:00.000000
7523|94|9|Nine Inch Nails|2008-10-23 19:00:00.000000
8169|8|9|Sunday in the Country|2008-10-23 14:00:00.000000
8215|47|9|Jack Johnson|2008-10-23 14:00:00.000000
640|200|6|Dirty Dancing|2008-10-24 14:00:00.000000
694|228|6|Spamalot|2008-10-24 15:00:00.000000
1535|262|6|Phantom of the Opera|2008-10-24 20:00:00.000000
1845|237|7|The Seagull|2008-10-24 14:30:00.000000
2859|233|7|A Streetcar Named Desire|2008-10-24 19:30:00.000000
2942|230|7|The 39 Steps|2008-10-24 19:00:00.000000
4166|104|9|Gary Allan|2008-10-24 14:30:00.000000
4203|46|9|3 Doors Down|2008-10-24 20:00:00.000000
4236|55|9|Aretha Franklin|2008-10-24 15:00:00.000000
4275|99|9|Bo Bice|2008-10-24 14:00:00.000000
4418|68|9|Chaka Khan|2008-10-24 15:00:00.000000
4589|48|9|Lindsey Buckingham|2008-10-24 14:30:00.000000
6105|28|9|Engelbert Humperdinck|2008-10-24 14:00:00.000000
7828|34|9|Chaka Khan|2008-10-24 14:00:00.000000
8096|126|9|Joe Satriani|2008-10-24 19:30:00.000000
8498|52|9|Billy Joel|2008-10-24 19:00:00.000000
258|305|8|Doctor Atomic|2008-10-25 14:00:00.000000
673|228|6|High School Musical|2008-10-25 19:30:00.000000
848|200|6|Shrek the Musical|2008-10-25 19:30:00.000000
1097|246|6|Jersey Boys|2008-10-25 15:00:00.000000
1422|224|6|South Pacific|2008-10-25 19:00:00.000000
2238|249|7|Waiting for Godot|2008-10-25 20:00:00.000000
3034|220|7|A Streetcar Named Desire|2008-10-25 19:00:00.000000
3276|210|7|November|2008-10-25 15:00:00.000000
5397|125|9|Daughtry|2008-10-25 15:00:00.000000
6352|65|9|Black Kids|2008-10-25 19:30:00.000000
8017|89|9|Dwight Yoakam|2008-10-25 14:00:00.000000
8020|66|9|Fab Faux|2008-10-25 19:00:00.000000
28|300|8|Siegfried|2008-10-26 20:00:00.000000
93|305|8|Il Trovatore|2008-10-26 20:00:00.000000
1003|211|6|Pal Joey|2008-10-26 19:30:00.000000
1572|252|6|Legally Blonde|2008-10-26 15:00:00.000000
1891|210|7|Passing Strange|2008-10-26 15:00:00.000000
2594|231|7|Julius Caesar|2008-10-26 14:30:00.000000
3008|247|7|Rock 'n' Roll|2008-10-26 19:00:00.000000
3942|108|9|Teddy Geiger|2008-10-26 20:00:00.000000
3967|86|9|LeAnn Rimes|2008-10-26 14:00:00.000000
4644|13|9|Dj Tiesto|2008-10-26 14:00:00.000000
5597|47|9|Killers|2008-10-26 14:00:00.000000
6581|68|9|Bullet for My Valentine|2008-10-26 19:00:00.000000
7026|24|9|Trisha Yearwood|2008-10-26 15:00:00.000000
8454|97|9|Isaac Hayes|2008-10-26 14:00:00.000000
8727|64|9|Joe Cocker|2008-10-26 14:00:00.000000
3469|235|7|Electra|2008-10-27 14:00:00.000000
4128|114|9|Rusted Root|2008-10-27 14:30:00.000000
5158|119|9|Michael Bolton|2008-10-27 19:00:00.000000
5570|63|9|Duran Duran|2008-10-27 19:00:00.000000
300|303|8|Gotterdammerung|2008-10-28 14:30:00.000000
682|225|6|A Catered Affair|2008-10-28 14:00:00.000000
1083|208|6|Hairspray|2008-10-28 15:00:00.000000
1364|245|6|A Catered Affair|2008-10-28 15:00:00.000000
2222|233|7|To Be or Not To Be|2008-10-28 19:00:00.000000
2658|201|7|Rhinoceros|2008-10-28 14:30:00.000000
4481|53|9|Akon|2008-10-28 15:00:00.000000
5384|61|9|Zucchero|2008-10-28 15:00:00.000000
5476|112|9|Bobby Brown|2008-10-28 19:00:00.000000
6987|117|9|70s Soul Jam|2008-10-28 19:00:00.000000
7674|77|9|Isaac Hayes|2008-10-28 19:00:00.000000
7850|80|9|Ice Cube|2008-10-28 15:00:00.000000
280|309|8|The Magic Flute|2008-10-29 19:00:00.000000
1602|257|6|Phantom of the Opera|2008-10-29 19:30:00.000000
1715|261|6|O - Cirque du Soleil|2008-10-29 15:00:00.000000
2416|205|7|Glengarry Glen Ross|2008-10-29 15:00:00.000000
3026|224|7|Waiting for Godot|2008-10-29 14:30:00.000000
3114|236|7|Miss Julie|2008-10-29 14:30:00.000000
3333|201|7|A Midsummer Night's Dream|2008-10-29 20:00:00.000000
5773|36|9|James Taylor|2008-10-29 19:00:00.000000
5987|29|9|Rock The Bayou|2008-10-29 19:00:00.000000
6978|71|9|Dave Koz|2008-10-29 15:00:00.000000
7191|12|9|Michael Bolton|2008-10-29 19:00:00.000000
8121|123|9|Akon|2008-10-29 19:00:00.000000
